aac_charlemagne_capital	Charlemagne's Capital
turn_away_the_christian_cross	Turn Away Foreign Faiths
purchase_new_weapons	Coin for Weapons
reunite_the_vietnamese_people	Reunite the Remnants
TOL_Visigoth_Capital	Visigoth Capital
TOL_Council_of_Toledo	Council of Toledo
TOL_La_Convivencia	La Convivencia
TOL_Struggles_of_sieges	Struggle of Sieges
TOL_afro_european_heritage	Afro-European Heritage
TOL_city_of_architecture	City of Architecture
TOL_patronage_of_royalty	Patronage of Royalty
nomads_leaving_their_mark	Nomadic Marks
fighting_the_purepecha_people	Fighting against the Purepechas
uniting_the_cities_of_tonala	Uniting the Cities of Tonala
toltec_immigrants	Toltec Immigrants
zapotec_heritage	Zapotec Heritage
nahua_influences_via_migration	Nahua Influences
where_the_sun_rises	'Where the Sun Rises'
NSS_floating_capital	Floating Capital
NSS_piracy	Piracy is our game
NSS_safe_haven	Safe Haven
NSS_fast_fleets	Fast Fleets
NSS_pirate_politics	Pirate politics
NSS_fleets_of_mercs	Fleet of mercenaries
NSS_choosing_an_ambition	Choosing an Ambition
three_hearts_three_cities	Taijin, Cempoala, and Teayo
perfection_of_ceramics_sculpting_architecture	Perfecting our Crafts
ceremonial_centers	Ceremonial Centers
non_human_sacrifices	Non-Human Sacrifices
preserving_totonac_culture	Preserving Totonac Culture
against_the_aztecs	Against the Aztecs
rebuilding_taijin	Rebuilding Taijin
battle_of_toulouse_721	Battle of Toulouse, 721AD
treaty_of_paris_1229	Treaty of Paris, 1229AD
revenge_for_albigensian_crusade	Revenge for our Ancestors
the_cathar_faith	The Cathar Faith
troubadours_and_occitain_culture	Occitain Culture
distinct_identity_from_the_north	Distinct Identity
all_for_france	All for France
patrilinear_society	Agnatic Kinship
two_tribes_myth	The Two Tribes
warrior_tribes	It Is A Good Day To Die
splash_and_burn	Slash And Burn
cultivate_the_land	Cultivate The Land
head_hunters	Head Hunters
wall_builders	Wall Builders
wall_builders	Wall Builders
head_hunters	Head Hunters
patrilinear_society	Agnatic Kinship
warrior_tribes	It Is A Good Day To Die
two_tribes_myth	The Two Tribes
cultivate_the_land	Cultivate The Land
splash_and_burn	Slash And Burn
tpr_rajmala	Rajmala
tpr_adaptive_administration	Adaptive Administration
tpr_religious_syncretism	Religious Syncretism
tpr_extended_army_control	Extended Military Control
tpr_appointment_of_missips	Appointment of Missips
jute_production	Jute Production
tpr_strenghten_local_defences	Strengthen Local Defenses
unio_trium_nationum	Unio Trium Nationum
torda_salt_mines	Torda Salt Mines
transylvanian_saxons	Transylvanian Saxons
decree_of_torda	Decree of Torda
patent_of_toleration	Patent of Toleration
unitarian_zeal	Unitarian Zeal
anti_habsburg_policies	Anti-Habsburg Policies
komnenoi_in_exile	Komnenoi in Exile
pontic_mountains	Pontic Mountains
legacy_of_the_alexiad	Legacy of the Alexiad
komnenoi_princesses	Komnenoi Princesses
the_lessons_of_the_fourth_crusade	The Lessons of the Fourth Crusade
terminus_of_the_silk_road	Terminus of the Silk Road
greek_scholars_abroad	Greek Scholars Abroad
roman_history	Extensive History
intertwined_with_frankish_affairs	Within Frankish Affairs
found_the_university_of_trier	Found the University of Trier
maintain_the_rhenish_circle	Maintain the Rhenish Circle
rivalry_with_cologne_mainz	Rivalry with Cologne and Mainz
retain_ecclesiastical_principality_status	Retain Ecclesiastical Principality Status
maintain_german_hre_prominence	The Prominence of Trier
TRK_centuries_of_stories	Centuries of stories
TRK_enriched_cultural_community	Enriched Cultural Community
TRK_basket_weaving	Basket Weaving
TRK_lake_turkana	Lake Turkana
TRK_ancestral_spirits	Ancestral Spirits
TRK_social_clans	Social Clans
TRK_nomadic_life	Nomadic Life
barbary_influences	Barbary Influences
control_over_inner_tribes	Control the Inner Tribes
tripolitanian_trade_measures	Tripolitanian Trade Measures
commanding_the_southern_med	Commanding the Southern Mediterannean
diplomatic_intrigue	Diplomatic Intrigue
vie_for_naval_supremacy	The Fight for Naval Supremacy
construct_naval_bases	Construct Naval Bases
trs_mawarannahr	Mawarannahr, the land Beyond the River
trs_threshold_of_paradise	Threshold of Paradise
trs_adept_diplomacy	Adept Diplomacy
trs_turkoman_cannoneers	Turkoman Cannoneers
trs_scientific_patronage	Scientific Patronage
trs_entrepot_of_the_silk_road	Entrepôt of the Silk Road
chagatai_literature	Chagatai Literature
trt_scholars_and_poets	Scholars and Poets
trt_gateway_to_india	Gateway to India
trt_brahmin_kings	Brahmin Kings
trt_purbias	Purbias
trt_river_landscape	Riverine Landscape
trt_tirhuta	Tirhuta
trt_indigo	Indigo & Cash Crops
try_fort_foreigners	Fort of the Foreigners
try_fisher_king	The Fisher King
try_religious_patrons	Religious Patrons
try_patricks_purgatory	St Patrick’s Purgatory
try_lessons_knockavoe	Lessons of Knockavoe
try_land_of_exiles	Land of Exiles
try_scottish_ties	Scottish Ties
TSC_council_of_elders	Council of Elders
TSC_great_chief	Great Chief
TSC_petroglyphs	Petroglyphs
TSC_sign_language	Native Sign Language
TSC_gender_parity	Gender Parity
TSC_little_brother_of_war	Little Brother of War
TSC_sunrise_invasion	Sunrise Invasion
tti_warrior_monk	Warrior Monks
tti_winner_of_eikyo_civil_war	Winner of Eikyo Civil War
tti_kasuga_shrine	Kasuga Shrine
tti_mountainous_province	Mountain Warfare
tti_nara_city	The Southern Capital
tti_wise_opportunist	Wise Opportunists
tti_kofukuji_temple	Tradition and Innovation
ttl_league_system	The League System
ttl_gods_house	The League of God's House
ttl_grey_league	The Grey League
ttl_league_of_ten	The League of Ten
ttl_independent_cities	Independent Cities
ttl_economic_league	An Economic League
ttl_expanding_league	Expanding the Leagues
TTS_montane_woods	Montane Woods
TTS_avanti_sicilia	Avanti Sicilia!
TTS_mezzogiorno_dominance	Mezzogiorno Dominance
TTS_steep_duties	Steep Duties
TTS_maritime_academies	Maritime Academies
TTS_naval_tactics	Aggressive Naval Tactics
TTS_quality_bombards	Quality Bombards
AOT_whaikorero	Whaikorero
AOT_chieftanship	Chieftanship
AOT_fortified_pa	Portified Pa
AOT_keohara_tephra	Keohara Tephra
AOT_moa	Moa Birds
AOT_cultivation	Cultivation of Crops
AOT_whakapapa	Whakapapa
ge_hunter_gatherers	Hunter Gatherers
ge_home_of_fisherfolk	Home of the Fisherfolk
yam_growers	Yam Growers
ge_mithology	Land of Mythology
ge_jaguar_warriors	The Way of the Jaguar
ge_establish_trade	Open Trade Routes
ge_unite_the_tribes	Unite The Tribes
tun_catalan_guard	Catalan Guard
dual_diplomacy	Dual Diplomacy
corsairs	Corsairs
tun_attract_foreign_pirates	Attract Foreign Pirates
tun_board_of_captains	Board of Captains
tun_export_monopolies	Export Monopolies
tun_caliphate	Tunisian Caliphate
millets	Kanunnames
ghazi	Ghazi
timariot_system	Timar System
autonmous_pashas	Autonomous Pashas
lawcode_of_suleiman_01	The Law code of Suleiman
tulip_period	Tulip Period
imperial_school_of_naval_engineering	Found the Imperial School of Naval Engineering
birthplace_of_the_renaissance	Birthplace of the Renaissance
tuscan_condottieri	Condottieri
tuscan_banking	Tuscan Banking
tuscan_arts	Patron of the Arts
porto_franco	Porto Franco
tuscan_administrative_reforms	Administrative Reforms
tuscan_grand_duchy	Territorial Ambition
tuv_sayan_reindeer_herdsmen	Reindeer Herders of Sayan
tuv_khuresh	Khuresh
tuv_muma	Wooden Horses
tuv_khoomei	Tuvan Throat Singing
tuv_uriankhai	Uriankhai Name
tuv_using_the_land	Using the Land
tuv_stone_men	Stone Men
tverian_merchants	Tverian Merchants
defend_against_muscowy	Defend Against Muscovy
patriarch_of_tver	Patriarch of Tver
tverian_architects	Tverian Architects
cloth_business	Cloth Business
tverian_tercio	Tverian Tercio
tve_national_army	National Army
TVP_Kievan_Influence	Kievan Influence
TVP_Feared	Feared By Other Tribes
TVP_Cavalry	Unique Cavalry Tactics
TVP_Culture	Baltic Cultural Ties
TVP_raids	Lightning Raids
TVP_Uprisings	Uprisings
TVP_Natural_barriers	Natural Barriers
TYO_humble_origins	Humble Origins
TYO_makoko	Makoko
TYO_scarification	Scarification
TYO_fabrics	Tyo Fabrics
TYO_pool_molabo	Pool Molabo
TYO_anziku_warriors	Anziku Warriors
TYO_colonists	Colonial Ambition
tyr_chief_of_irish_kings	Chief of Irish Kings
tyr_o_neill_mor	The O’Neill Mór
tyr_tanistry	Tanistry
tyr_arming_people	Arming the People
tyr_catholic_diplomacy	Catholic Diplomacy
tyr_ambush_warfare	Ambush Warfare
tyr_wild_geese	The Wild Geese
UBH_lineage	Strong lineage
UBH_marriage	Unrestricted marriage
UBH_trade	Dominating trade
UBH_expansion	Expand or die
UBH_war	War machine
UBH_religion	Power of faith
UBH_stability	Stability of the realm
UBV_swiss_roots	Swiss Roots
UBV_Castle	Munich Landscape
UBV_marriage	Strategic Marriages
UBV_expansion	Munichs Expansion
UBV_war	Kriege
UBV_hre_ear	Holy Roman Emperors
UBV_catholics	Catholic Realm
conflicts_against_muslims	Conflicts with Muslims
intersection_of_trade_routes	Intersection of Trade Routes
code_of_laws	Code of Laws
a_volatile_region	Our Volatile Region
peasant_soldiers	Peasant Soldiers
bastion_of_orthodoxy	Bastion of Orthodoxy
succeed_the_old_khans	Succeed the Old Khans
ues_kanto_kanrei	Kanto Kanrei
ues_yamanouchi_and_ogigayatsu_branches	Yamanouchi and Ogigayatsu Branches
ues_kamakura_office	Kamakura Office
ues_dragon_of_echigo	Dragon of Echigo
ues_nokizaru	Nokizaru
ues_agakita_shu	Agakita-shu
ues_denkoku_no_ji	Denoku no Ji
UHW_conquering_hawaii	Conquest of the Islands
UHW_kamehameha	Kamehameha the Great
UHW_reunification_of_big_island	Unify the Islands
UHW_damned_waters	The Battle of the Dammed Waters
UHW_western_ships	Adopt Western Ship Designs
HAW_sandalwood	The Sandalwood Trade
UHW_develop_the_kingdom	Develop the Kingdom
ukr_works	Hard workers produce
ukr_education_plan	Education solves all problems
ukr_economists	A Generation of Economists
ukr_fortify	A small nation needs good forts
ukr_cheap_power	A poor nation's solution
ukr_village_life	The village life - the no problem life
ukr_the_demon	The Demons Has Come
ulm_grosser_schwoerbrief	Großer Schwörbrief
ulm_swabian_league	Schwäbischer Bund
ulm_german_realism	Birthplace of German Realism
ulm_duerer_fort	Dürer's Fortifications
ulm_textile_trade	Ulmer Textile Trade
ulm_swiss_mercs	Enlist the Swiss Mercenaries
ulm_minster	Finish the Ulm Minster
uls_clan_connections	Highland Connections
uls_peerage	Peerage of Ulster
civilist_of_irishry	Civilist of the Irishry
rapparee	Rapparees
catholic_ascendency	Catholic Ascendency
uls_defenders	The Defenders
uls_last_redoubt	Last Redoubt of Ireland
reaching_out_to_others	Reaching Out
federico_da_montefeltro	Federico da Montefeltro
realization_of_urbino	Realization of Urbino
architectual_and_artistic_patrons	Architectual and Artistic Patronage
urbinos_brilliant_court	Urbino's Brilliant Court
papal_connections_in_urbino	Papal Connections
learn_from_prior_struggles	Learn from the Past
freedom_of_religion	Freedom of Religion
usa_bill_of_rights	Bill of Rights
manifest_destiny	Manifest Destiny
lessons_of_valley_forge	Lessons of Valley Forge
workshop_of_the_world	Workshop of the World
shining_city_on_a_hill	Shining City on a Hill
empire_of_liberty	Empire of Liberty
utn_fujiwara_descendant	Fujiwara Descendant
utn_legacy_of_nasu_no_yoichi	Legacy of Nasu no Yoichi
utn_barrier_of_shirakawa	Barrier of Shirakawa
utn_cadet_branches_in_western_japan	Cadet Branches in Western Japan
utn_annexation_of_oyama_clan	Unify the Shimotsuke Lands
utn_mediator_of_kanto	Mediator of Kanto
utn_mount_nikko	Mount Nikko
utr_devotio_moderna	Devotio Moderna
utr_ex_cathedra	Ex Cathedra
utr_fortified_town	Fortified City
utr_vaartse_rijn	The Vaartse Rijn
utr_city_churches	City of Churches
utr_cultural_resilience	Cultural Resilience
utr_enlightenment_masses	Enlightenment of the Masses
utilize_religious_sects	The Sects of the Land
uphold_the_shamarpa_hierarch	Uphold the Karma Kagyu School
sort_through_muddy_marriages	Profit from Bad Marriages
at_the_heart_of_turmoil	Heart of Tibetan Turmoil
keep_the_sects_loyal	Keeping the Sects Loyal
put_pretenders_to_rest	Confront Pretenders
break_down_autonomous_tibetans	Refuse Local Lords
valencian_footmen	Valencian Footmen
valencian_bankers	Valencian Bankers
valencian_silk_exchange	Valencian Silk Exchange
valencian_university	Estudio General
valencian_novel_of_chivalry	Novel of Chivalry
valencian_iberian_printing_press	First Iberian Printing Press
valencian_artisan_guilds	Artisan Guilds
VAN_scourge_of_rome	Scourge of Rome
VAN_germannic_roots	Germanic Roots
VAN_vandalic_navy	Vandalic Navy
VAN_carthage	Revitalized Carthage
VAN_masters_of_migration	Masters of Migration
VAN_heavy_infantry	Heavy Infantry
VAN_mediterranean_breadbasket	Mediterranean breadbasket
venetian_arsenal	Venetian Arsenal
printing_industry	Printing Industry
stato_da_mar	Stato da Màr
state_inquisition	Found the State Inquisition
conscription	Naval Conscription
defend_the_law	Defend the Law
provveditori_ai_beni_inculti	Found the provveditori ai beni inculti
rotenburg_castle_at_our_heart	Residence at Rotenburg Castle
how_much_power_does_the_papacy_have	The Fine Lines of Religious Power
love_hate_relations_with_bremen	Love-Hate Relations with Bremen
provisions_of_being_immediate	Advantages of Imperial Immediacy
politics_of_the_circles	Intricate Holy Roman Politics
controlling_verdens_politics	Protection of Internal Cohesion
slow_acquisition_of_power	Keep Verden Growing
VGO_tax	Money for war, Money for honour
VGO_morale	Legacy of the Berserkers
VGO_trade	Legacy of the traders
VGO_loot	Legacy of the looters
VGO_manpower	Everyone wants to join
VGO_production	Legacy of the artisans
VGO_conversion	Purge the heretic
VGT_Gardingi	Gardingi
VGT_breviarium_alarici	Breviarium Alarici
VGT_iberian_horses	Iberian Horses
VGT_revenge_for_vouille	Revenge for Vouille
VGT_preservers_classical	Preservers of Classical Culture
VGT_men_of_woods	Men of the Woods
VGT_fisco_barcinonensi	Fisco Barcinonensi
chinese_generals	Chinese Generals
vassal_traditions	Vassal Traditions
siamese_history	Siamese History
jungle_warfare	Jungle Warfare
specialized_trade	Specialized Trade
indochinese_rainforests	Indochinese Rainforests
mahout_gunners	Mahout Gunners
vij_promo_trade	Promotion of Trade
arab_horses	Arab Horses
harsh_penal_code	Harsh Penal Code
vij_tolerance	Tolerance
carnatic_music	Carnatic Music
adroit_diplomacy	Adroit Diplomacy
army_for_city_of_victory	An Army for the City of Victory
fijian_crossroad	Crossroad of Cultures
fijian_degel	Lutunasobasoba and Degel
fijian_conjoined	Conjoined Society
fijian_waqa	Waqa Drua
fijian_warlords	Fijian Warlords
fijian_kai	Kai Colo
fijian_confederacy	Confederacy of Kingdoms
the_old_gods	Strangers in a Strange Land
the_althing	The Althing
greenland_saga	The Vinland Saga
conflict_with_skurlings	Vinlandic Cod
legacy_of_erikson	Legacy of Erikson
hardened_housecarls	Hardened Housecarls
the_runestones	The Runestones
fijian_crossroad	Crossroad of Cultures
fijian_degel	Lutunasobasoba and Degel
fijian_conjoined	Conjoined Society
fijian_waqa	Waqa Drua
fijian_warlords	Fijian Warlords
fijian_kai	Kai Colo
fijian_confederacy	Confederacy of Kingdoms
VLG_The_Pen	The Pen
VLG_The_Sword	The Sword
VLG_Beautification_of_Vologda	Beautification of Vologda
VLG_European_Mercenaries	European Mercenaries
VLG_Relics_of_Rurikovic	Relics of Rurikovic
VLG_Legacy_of_Vologda	Legacy of Vologda
VLG_Support_of_the_People	Support of the People
VLH_old_legacy	An Old Legacy
VLH_lets_unify	A Unified State
VLH_stand_war	We Must Stand War
VLH_reclaim_lands	Reclaim Lost Lands
VLH_polish_neighbours	Polish Neighbours
VLH_down_with_walls	Down With The Walls
VLH_large_military	Large Military
descendants_of_the_ay_dynasty	Descendants of the Ay Dynasty
survivors_of_the_destruction_of_the_chera	The Survivors of the Past
resisting_muslim_invasions	Resisting Muslim Invasions
uniting_kerala	Uniting Kerala
protecting_venad_coasts	Protecting Venad Coasts
fighting_against_the_pandyas	Fighting Against the Pandyas
organizing_infrastructure_projects	Organizing Infrastructure Projects
fijian_crossroad	Crossroad of Cultures
fijian_degel	Lutunasobasoba and Degel
fijian_conjoined	Conjoined Society
fijian_waqa	Waqa Drua
fijian_warlords	Fijian Warlords
fijian_kai	Kai Colo
fijian_confederacy	Confederacy of Kingdoms
utilize_the_venezuelan_coasts	The Coasts of Venezuela
cocoa_plantations	Cocoa Plantations
the_cabildos_of_venezuela	Let the Communities be Heard
thirst_for_knowledge	Thirst for Knowledge
work_through_racial_divides	Racial Divides in Venezuela
royalists_in_venezuela	Defeat the Royalists
charting_out_a_venezuelan_future	A Sustainable Future
VOL_Bug	Bug Trade
VOL_Admin	Strong Administration
VOL_duchies	United Duchies
VOL_Pol_and_Rus	Kings of the Poles and Rus
VOL_army	Volyn Army
VOL_exiles	Exiles From Other Duchies
VOL_ties	Ties with the World
VRM_home_of_the_revolution	Home of the American Revolution
VRM_tea_party	The Boston Tea Party
VRM_American_Frontier	American Frontier
VRM_Cheese_wheels	Cheese Wheels
VRM_vermont_constitution	The Vermont Constitution
VRM_Liberty_is_Life	Live Free or Die
VRM_What_we_do_best	What We Do Best
VRN_three_households	Three Households Alike in Dignity
VRN_fair_verona	In Fair Verona
VRN_ancient_grudge	Ancient Grudge
VRN_civil_blood_and_civil_hands	Civil Blood and Civil Hands
VRN_ending_the_strife	Ending the Strife
VRN_some_shall_be_punished	Some Shall Be Pardoned, Some Punished
VRN_a_tale_of_woe	For Never Was There a Tale of More Woe
west_african_idea_1	Griot Tradition
west_african_idea_2	Salt Caravans
west_african_idea_3	Kola Nuts
west_african_idea_4	Ancestors and Crescent
west_african_idea_5	Royal Stables
west_african_idea_6	The Great River
west_african_idea_7	Maintain Minor Kings
AOT_chieftanship	Chieftanship
AOT_whaikorero	Whaikorero
AOT_whakapapa	Whakapapa
AOT_cultivation	Cultivation of Crops
AOT_keohara_tephra	Keohara Tephra
AOT_moa	Moa Birds
AOT_fortified_pa	Portified Pa
cunning_diplomacy	Cunning Diplomacy
foreign_trade_restrictions	Foreign Trade Restrictions
